ID,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,health,absences,G1,G2,G3,curso,alcohol
709,GP,F,18,U,LE3,T,primary education (4th grade),primary education (4th grade),other,other,home,mother,15 to 30 min.,2 to 5 hours,0,no,yes,no,no,no,yes,no,no,4,4,3,3,2,13,13,13,por,No
710,GP,M,17,R,GT3,T,primary education (4th grade),5th to 9th grade,at_home,at_home,home,mother,<15 min,2 to 5 hours,0,no,yes,no,yes,no,yes,no,yes,3,5,2,1,2,16,17,18,por,No
711,GP,F,18,U,GT3,T,5th to 9th grade,primary education (4th grade),other,other,home,mother,<15 min,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,yes,4,2,5,1,8,14,14,15,por,No
712,GP,F,17,U,GT3,T,5th to 9th grade,higher education,at_home,health,reputation,mother,15 to 30 min.,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,6,15,16,16,por,No
713,GP,F,17,U,LE3,T,5th to 9th grade,5th to 9th grade,services,other,course,mother,15 to 30 min.,2 to 5 hours,0,yes,yes,no,no,yes,yes,yes,yes,4,4,4,5,6,12,12,12,por,No
714,GP,F,18,R,GT3,A,secondary education,5th to 9th grade,other,services,home,mother,15 to 30 min.,2 to 5 hours,0,no,no,no,no,no,no,yes,yes,4,1,1,5,15,12,9,10,por,No
715,GP,M,18,U,GT3,T,higher education,higher education,teacher,services,home,mother,15 to 30 min.,<2 hours,0,no,no,no,yes,yes,yes,yes,no,3,2,4,3,6,11,12,12,por,No
716,GP,F,18,U,GT3,T,higher education,higher education,health,health,reputation,father,<15 min,2 to 5 hours,1,yes,yes,no,yes,yes,yes,yes,yes,2,4,4,4,2,14,12,13,por,No
717,GP,F,17,U,GT3,T,5th to 9th grade,5th to 9th grade,other,services,reputation,father,30 min to 1 hour,5 to 10 hours,0,no,yes,no,no,yes,yes,yes,yes,4,2,3,1,8,13,15,15,por,No
718,GP,F,19,R,GT3,T,secondary education,5th to 9th grade,services,services,reputation,father,<15 min,2 to 5 hours,1,yes,yes,no,no,yes,no,yes,no,3,3,3,3,0,9,8,10,por,Si
719,GP,M,18,U,LE3,T,higher education,secondary education,teacher,services,course,mother,15 to 30 min.,<2 hours,0,no,no,no,yes,yes,yes,yes,no,4,2,3,1,0,10,10,10,por,No
720,GP,M,18,U,GT3,T,primary education (4th grade),5th to 9th grade,at_home,other,home,other,15 to 30 min.,<2 hours,0,no,no,no,no,no,no,yes,no,3,4,4,4,10,10,10,11,por,Si
721,GP,M,17,U,LE3,A,higher education,primary education (4th grade),services,other,home,mother,15 to 30 min.,<2 hours,0,no,no,no,yes,yes,yes,yes,yes,4,5,4,5,22,11,11,10,por,Si
722,GP,M,17,U,LE3,A,secondary education,5th to 9th grade,teacher,services,home,mother,<15 min,<2 hours,0,no,no,no,no,yes,yes,yes,no,4,4,4,3,18,13,13,13,por,Si
723,GP,F,18,R,LE3,T,primary education (4th grade),primary education (4th grade),at_home,other,reputation,mother,15 to 30 min.,>10 hours,0,no,yes,no,yes,yes,yes,no,no,5,2,2,3,2,17,17,18,por,No
724,GP,F,18,U,GT3,T,primary education (4th grade),primary education (4th grade),other,other,home,mother,15 to 30 min.,2 to 5 hours,0,yes,no,no,yes,yes,yes,yes,no,5,4,4,4,0,12,13,13,por,No
725,GP,F,17,U,GT3,T,5th to 9th grade,5th to 9th grade,other,other,course,mother,<15 min,2 to 5 hours,0,no,yes,no,no,no,yes,yes,no,5,4,5,5,12,12,12,14,por,No
726,GP,F,18,U,GT3,T,5th to 9th grade,primary education (4th grade),other,other,reputation,mother,15 to 30 min.,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,yes,4,3,1,5,10,12,13,14,por,No
727,GP,M,17,U,GT3,T,primary education (4th grade),primary education (4th grade),other,other,reputation,father,<15 min,2 to 5 hours,0,no,no,no,no,no,yes,yes,no,4,3,3,4,0,12,12,12,por,No
728,GP,F,18,U,GT3,T,5th to 9th grade,5th to 9th grade,at_home,at_home,other,mother,<15 min,5 to 10 hours,0,no,yes,no,no,yes,yes,yes,no,4,3,3,2,0,18,18,18,por,No
729,GP,F,17,U,GT3,T,primary education (4th grade),primary education (4th grade),services,teacher,reputation,mother,<15 min,5 to 10 hours,0,no,yes,no,no,yes,yes,yes,no,4,3,3,3,0,13,13,14,por,No
730,GP,M,18,U,GT3,T,5th to 9th grade,primary education (4th grade),services,services,reputation,mother,<15 min,5 to 10 hours,0,no,no,no,yes,yes,yes,yes,no,4,2,4,2,0,14,15,15,por,No
731,GP,M,18,U,LE3,A,higher education,higher education,teacher,teacher,reputation,mother,<15 min,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,5,4,3,2,0,17,17,17,por,No
732,GP,M,18,U,GT3,T,higher education,5th to 9th grade,teacher,other,home,mother,<15 min,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,yes,4,3,2,5,2,15,16,16,por,No
733,GP,F,17,U,GT3,T,higher education,secondary education,health,services,reputation,mother,<15 min,5 to 10 hours,0,no,yes,no,no,yes,yes,yes,no,4,2,2,3,0,17,18,18,por,No
734,GP,F,17,R,LE3,T,secondary education,primary education (4th grade),services,other,reputation,mother,15 to 30 min.,>10 hours,0,no,yes,no,no,yes,yes,no,no,3,1,2,3,0,18,19,19,por,No
735,GP,M,18,R,LE3,T,secondary education,5th to 9th grade,services,other,reputation,mother,15 to 30 min.,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,no,5,4,2,4,0,14,15,15,por,No
736,GP,M,17,U,GT3,T,secondary education,secondary education,health,other,home,mother,<15 min,<2 hours,0,no,yes,no,no,yes,yes,yes,no,4,4,3,5,0,14,15,15,por,No
737,GP,F,19,U,GT3,T,higher education,higher education,health,other,reputation,other,15 to 30 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,2,3,4,2,2,14,13,13,por,No
738,GP,F,18,U,LE3,T,higher education,secondary education,other,other,home,other,15 to 30 min.,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,yes,4,4,5,2,0,13,14,14,por,No
739,GP,F,18,U,GT3,T,higher education,secondary education,other,other,reputation,father,<15 min,>10 hours,0,no,yes,no,no,yes,yes,yes,no,4,3,3,3,0,16,17,17,por,No
740,GP,M,18,U,LE3,T,higher education,higher education,teacher,teacher,home,mother,<15 min,<2 hours,0,no,yes,no,no,yes,yes,yes,yes,1,4,2,1,0,18,18,17,por,No
741,GP,F,18,U,LE3,A,higher education,higher education,health,other,home,mother,<15 min,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,yes,4,2,4,4,0,14,15,15,por,No
742,GP,M,17,U,LE3,T,higher education,higher education,other,teacher,home,father,15 to 30 min.,<2 hours,0,no,no,no,no,yes,yes,yes,no,4,1,1,5,0,12,13,13,por,No
743,GP,F,17,R,GT3,T,higher education,higher education,services,services,reputation,mother,15 to 30 min.,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,no,5,3,4,5,0,7,7,8,por,No
744,GP,F,17,U,GT3,T,higher education,5th to 9th grade,other,other,reputation,mother,15 to 30 min.,5 to 10 hours,0,no,yes,no,no,yes,yes,yes,no,4,3,3,3,0,16,16,16,por,No
745,GP,F,17,U,GT3,T,secondary education,5th to 9th grade,health,health,reputation,father,<15 min,>10 hours,0,no,yes,no,yes,no,yes,yes,no,5,2,2,5,0,18,18,18,por,No
746,GP,M,19,R,LE3,T,5th to 9th grade,primary education (4th grade),at_home,services,course,mother,15 to 30 min.,5 to 10 hours,1,no,no,no,yes,yes,yes,yes,yes,4,3,1,5,0,9,10,11,por,No
747,GP,M,20,U,GT3,A,secondary education,5th to 9th grade,services,other,course,other,<15 min,<2 hours,2,no,no,no,yes,yes,yes,no,no,5,5,3,5,0,14,15,15,por,No
748,GP,M,19,R,GT3,T,secondary education,secondary education,other,services,reputation,father,<15 min,2 to 5 hours,0,no,no,no,yes,yes,yes,no,yes,4,5,3,5,0,10,10,11,por,No
749,GP,F,18,U,GT3,T,primary education (4th grade),higher education,other,teacher,home,mother,<15 min,2 to 5 hours,0,yes,yes,no,no,no,yes,no,yes,3,4,4,5,2,10,10,11,por,No
750,GP,F,18,U,GT3,T,5th to 9th grade,primary education (4th grade),services,other,course,mother,15 to 30 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,2,12,12,15,por,No
751,GP,F,17,U,GT3,T,5th to 9th grade,secondary education,other,other,course,father,15 to 30 min.,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,yes,4,2,1,3,2,11,12,14,por,No
752,GP,F,17,R,GT3,T,higher education,higher education,teacher,teacher,course,mother,<15 min,<2 hours,0,no,no,no,yes,yes,yes,yes,no,4,4,4,5,2,15,16,17,por,No
753,GP,F,18,U,GT3,T,higher education,secondary education,other,other,course,mother,<15 min,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,5,2,14,15,17,por,No
754,GP,F,18,U,LE3,T,higher education,secondary education,health,services,course,mother,15 to 30 min.,<2 hours,0,no,yes,no,no,yes,yes,yes,no,3,2,4,1,8,12,12,15,por,No
755,GP,F,17,R,GT3,T,secondary education,higher education,at_home,services,course,father,<15 min,5 to 10 hours,0,no,yes,no,yes,no,yes,yes,no,4,3,4,5,2,15,15,17,por,Si
756,GP,F,18,U,GT3,T,secondary education,secondary education,at_home,other,course,father,<15 min,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,4,1,4,3,8,11,12,14,por,No
757,GP,M,19,U,GT3,T,higher education,5th to 9th grade,health,other,course,mother,15 to 30 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,yes,5,4,4,1,9,11,10,10,por,No
758,GP,F,18,U,GT3,T,higher education,higher education,teacher,other,course,mother,<15 min,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,4,4,4,5,0,12,11,13,por,Si
759,GP,F,18,U,GT3,T,secondary education,higher education,other,other,course,mother,<15 min,<2 hours,0,no,yes,no,yes,yes,yes,yes,yes,5,4,4,1,4,11,12,14,por,No
760,GP,F,17,U,GT3,T,higher education,higher education,health,health,course,mother,<15 min,<2 hours,0,no,no,no,yes,yes,yes,yes,no,5,3,4,5,2,14,15,17,por,No
761,GP,F,17,U,GT3,A,higher education,secondary education,services,services,course,mother,<15 min,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,yes,5,2,2,5,14,15,14,17,por,No
762,GP,F,17,U,LE3,A,secondary education,secondary education,services,other,home,mother,<15 min,2 to 5 hours,0,yes,yes,no,no,yes,yes,yes,no,5,3,3,5,0,12,12,13,por,No
763,GP,F,17,U,LE3,T,5th to 9th grade,primary education (4th grade),other,other,home,father,<15 min,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,no,4,2,3,2,2,11,12,14,por,No
764,GP,M,18,U,LE3,T,higher education,higher education,other,other,reputation,father,<15 min,<2 hours,0,no,yes,no,no,yes,yes,yes,no,4,2,5,5,2,8,9,11,por,Si
765,GP,F,19,U,GT3,T,primary education (4th grade),primary education (4th grade),other,other,course,other,30 min to 1 hour,5 to 10 hours,0,no,no,no,yes,yes,no,no,yes,1,5,5,5,12,10,10,11,por,Si
766,GP,F,19,U,LE3,A,primary education (4th grade),primary education (4th grade),other,other,course,other,30 min to 1 hour,2 to 5 hours,2,no,yes,no,no,no,yes,yes,yes,5,3,4,4,2,8,8,9,por,No
767,GP,F,18,U,GT3,T,5th to 9th grade,5th to 9th grade,other,other,course,mother,<15 min,<2 hours,0,no,yes,no,yes,yes,yes,yes,yes,4,3,5,5,2,10,10,10,por,Si
768,GP,F,17,U,GT3,T,5th to 9th grade,5th to 9th grade,other,other,course,mother,<15 min,2 to 5 hours,0,no,yes,no,no,yes,yes,no,yes,4,2,2,3,4,14,13,13,por,No
769,GP,F,17,R,LE3,T,5th to 9th grade,5th to 9th grade,services,services,course,mother,<15 min,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,no,3,3,2,3,0,11,11,10,por,No
770,GP,F,17,U,GT3,T,secondary education,primary education (4th grade),services,services,course,father,<15 min,5 to 10 hours,0,no,yes,no,no,no,yes,yes,no,3,4,3,5,0,17,18,17,por,No
771,GP,F,17,U,LE3,T,None,5th to 9th grade,at_home,at_home,home,father,15 to 30 min.,5 to 10 hours,0,no,no,no,no,yes,yes,yes,no,3,3,3,2,0,14,14,15,por,No
772,GP,F,18,U,GT3,T,primary education (4th grade),primary education (4th grade),other,other,home,mother,15 to 30 min.,5 to 10 hours,0,no,no,no,yes,yes,yes,yes,no,4,5,5,2,0,14,14,14,por,No
773,GP,M,18,U,GT3,T,higher education,higher education,other,other,course,mother,<15 min,5 to 10 hours,0,no,no,no,yes,yes,yes,yes,no,4,3,3,3,0,13,14,13,por,No
774,GP,M,17,U,GT3,T,secondary education,secondary education,other,services,reputation,mother,<15 min,<2 hours,0,no,no,no,yes,no,yes,yes,no,4,3,5,5,0,17,18,17,por,Si
775,GP,M,17,R,GT3,T,5th to 9th grade,5th to 9th grade,services,other,course,mother,>1 hour,<2 hours,0,no,yes,no,no,yes,yes,yes,no,4,4,5,4,2,11,10,10,por,Si
776,GP,F,17,U,GT3,T,higher education,higher education,teacher,services,course,mother,<15 min,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,4,0,13,12,13,por,No
777,GP,F,17,U,GT3,T,higher education,higher education,teacher,teacher,course,mother,15 to 30 min.,5 to 10 hours,0,no,yes,no,no,no,yes,yes,yes,4,3,3,4,4,15,14,15,por,No
778,GP,F,17,U,GT3,T,secondary education,secondary education,at_home,other,course,mother,<15 min,<2 hours,0,no,yes,yes,yes,yes,yes,yes,no,4,2,5,5,2,11,12,11,por,Si
779,GP,M,18,U,LE3,T,5th to 9th grade,5th to 9th grade,other,other,course,mother,<15 min,>10 hours,0,no,yes,yes,yes,yes,yes,yes,no,4,5,5,5,0,11,11,12,por,Si
780,GP,M,19,R,GT3,T,secondary education,5th to 9th grade,at_home,services,home,other,<15 min,<2 hours,0,no,yes,no,no,no,yes,no,yes,5,3,4,5,0,11,10,10,por,No
781,GP,F,18,U,GT3,T,5th to 9th grade,5th to 9th grade,at_home,other,course,mother,>1 hour,2 to 5 hours,0,no,no,no,yes,yes,yes,no,yes,4,2,5,2,2,10,9,10,por,No
782,GP,F,17,R,GT3,T,5th to 9th grade,higher education,at_home,other,course,father,<15 min,5 to 10 hours,0,no,yes,no,no,yes,yes,yes,yes,4,4,3,5,0,15,15,15,por,No
783,GP,M,18,U,GT3,T,5th to 9th grade,5th to 9th grade,other,other,reputation,mother,<15 min,<2 hours,0,no,no,no,no,no,yes,yes,no,5,4,2,5,6,15,14,15,por,No
784,GP,F,18,U,GT3,T,secondary education,secondary education,services,services,home,mother,<15 min,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,no,5,3,4,4,8,10,11,12,por,No
785,GP,F,18,U,LE3,T,5th to 9th grade,5th to 9th grade,other,other,home,other,<15 min,2 to 5 hours,0,no,no,no,yes,no,yes,yes,yes,4,3,3,2,0,10,9,12,por,No
786,GP,F,18,R,GT3,T,5th to 9th grade,5th to 9th grade,at_home,other,course,mother,15 to 30 min.,>10 hours,0,no,no,no,yes,yes,yes,no,no,4,4,4,4,6,14,13,14,por,No
787,GP,F,17,U,GT3,T,secondary education,higher education,services,other,course,mother,<15 min,5 to 10 hours,0,no,no,no,no,yes,yes,yes,no,4,4,5,5,8,11,13,14,por,No
788,GP,F,17,U,GT3,T,secondary education,5th to 9th grade,other,other,home,mother,<15 min,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,yes,4,3,2,2,0,12,13,15,por,No
789,GP,F,18,U,LE3,T,secondary education,secondary education,services,services,home,mother,<15 min,>10 hours,0,no,yes,no,no,yes,yes,yes,no,5,3,3,1,4,14,14,15,por,No
790,GP,F,17,R,GT3,A,secondary education,5th to 9th grade,other,other,home,mother,<15 min,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,4,3,3,2,0,14,14,16,por,No
791,GP,M,18,U,GT3,T,higher education,higher education,teacher,services,home,father,<15 min,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,2,0,12,12,13,por,No
792,GP,M,18,U,LE3,T,secondary education,higher education,services,other,home,mother,<15 min,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,yes,4,3,3,5,6,16,16,17,por,No
793,GP,F,17,U,GT3,A,5th to 9th grade,5th to 9th grade,at_home,at_home,home,father,<15 min,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,yes,3,3,1,4,18,10,12,14,por,No
794,GP,F,18,U,GT3,T,5th to 9th grade,secondary education,at_home,other,course,mother,<15 min,5 to 10 hours,0,no,yes,no,no,yes,yes,yes,no,4,3,3,3,0,11,12,14,por,No
795,GP,F,18,U,GT3,T,secondary education,5th to 9th grade,other,services,other,mother,<15 min,5 to 10 hours,0,no,no,no,no,yes,yes,yes,yes,5,4,3,1,4,14,16,17,por,No
796,GP,M,18,R,GT3,T,higher education,secondary education,teacher,services,course,mother,<15 min,5 to 10 hours,0,no,no,no,no,yes,yes,yes,yes,5,3,2,4,4,15,14,17,por,No
797,GP,M,18,U,GT3,T,higher education,secondary education,teacher,other,course,mother,<15 min,5 to 10 hours,0,no,yes,no,no,yes,yes,yes,yes,5,4,5,5,0,14,13,14,por,No
798,GP,F,17,U,GT3,T,higher education,secondary education,health,other,reputation,mother,<15 min,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,yes,4,4,3,4,0,11,12,13,por,No
799,GP,F,17,U,GT3,T,5th to 9th grade,primary education (4th grade),services,other,course,mother,15 to 30 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,1,10,12,15,15,por,No
800,GP,F,17,U,GT3,T,5th to 9th grade,primary education (4th grade),services,other,reputation,mother,<15 min,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,4,4,12,16,16,por,Si
801,GP,F,19,U,LE3,A,5th to 9th grade,secondary education,at_home,other,home,other,15 to 30 min.,<2 hours,1,no,no,no,no,yes,no,yes,no,2,2,3,5,16,10,11,11,por,Si
802,GP,F,17,U,GT3,T,secondary education,primary education (4th grade),other,at_home,home,mother,<15 min,<2 hours,1,no,yes,yes,no,yes,yes,yes,yes,4,1,2,3,6,10,13,13,por,No
803,GP,F,21,U,LE3,T,higher education,higher education,other,other,reputation,other,<15 min,5 to 10 hours,2,no,no,yes,yes,yes,yes,yes,no,3,3,2,5,0,9,12,12,por,No
804,GP,M,18,U,LE3,T,5th to 9th grade,5th to 9th grade,services,services,reputation,mother,<15 min,2 to 5 hours,0,no,yes,no,yes,no,no,yes,no,4,4,4,3,11,9,11,12,por,No
805,GP,M,18,U,LE3,A,secondary education,higher education,other,other,reputation,other,<15 min,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,yes,4,3,5,2,9,13,14,15,por,No
806,GP,F,17,U,GT3,T,5th to 9th grade,5th to 9th grade,services,services,reputation,mother,<15 min,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,4,3,4,4,0,13,17,17,por,No
807,GP,M,17,U,LE3,A,higher education,higher education,health,other,reputation,mother,<15 min,5 to 10 hours,0,no,yes,no,no,yes,yes,yes,no,4,4,2,4,2,12,15,15,por,No
808,GP,F,18,U,LE3,T,higher education,5th to 9th grade,teacher,other,course,mother,<15 min,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,4,2,2,3,0,14,17,17,por,No
809,GP,M,21,R,LE3,T,primary education (4th grade),primary education (4th grade),at_home,other,course,other,15 to 30 min.,2 to 5 hours,2,no,yes,no,yes,yes,no,yes,yes,5,3,3,4,21,9,10,10,por,Si
810,GP,F,20,R,GT3,T,primary education (4th grade),primary education (4th grade),other,other,reputation,other,15 to 30 min.,5 to 10 hours,0,no,no,no,no,yes,yes,yes,yes,3,2,2,3,8,11,15,15,por,No
811,GP,F,19,U,GT3,T,higher education,higher education,teacher,other,home,other,<15 min,<2 hours,1,no,yes,no,no,yes,yes,yes,yes,3,2,5,5,5,9,10,11,por,Si
812,GP,M,17,U,LE3,A,secondary education,5th to 9th grade,other,other,reputation,mother,<15 min,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,4,4,4,5,10,16,18,18,por,No
813,GP,F,18,U,GT3,T,secondary education,5th to 9th grade,at_home,other,reputation,father,<15 min,5 to 10 hours,0,no,yes,no,no,yes,yes,yes,yes,4,3,4,2,5,14,17,17,por,No
814,GP,M,18,R,GT3,T,5th to 9th grade,secondary education,other,services,reputation,father,<15 min,<2 hours,0,no,no,no,no,yes,yes,yes,no,3,1,3,4,13,13,14,14,por,Si
815,GP,M,19,U,GT3,T,5th to 9th grade,primary education (4th grade),other,other,reputation,mother,<15 min,<2 hours,0,no,no,no,no,yes,yes,yes,no,5,3,4,4,10,7,11,11,por,No
816,GP,F,18,U,LE3,A,5th to 9th grade,5th to 9th grade,services,other,reputation,mother,15 to 30 min.,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,4,1,4,4,10,14,17,17,por,No
817,GP,F,20,U,GT3,T,primary education (4th grade),None,other,other,reputation,mother,15 to 30 min.,<2 hours,1,yes,no,no,no,yes,yes,yes,yes,5,3,1,5,5,8,10,10,por,No
818,GP,F,18,U,GT3,T,secondary education,5th to 9th grade,services,other,home,mother,<15 min,2 to 5 hours,0,no,yes,no,yes,no,yes,yes,yes,3,1,2,1,4,10,13,13,por,No
819,MS,F,16,U,GT3,T,primary education (4th grade),secondary education,at_home,other,other,father,15 to 30 min.,<2 hours,0,no,yes,no,no,yes,no,yes,yes,4,3,3,5,11,10,11,11,por,No
820,MS,F,16,R,GT3,T,5th to 9th grade,5th to 9th grade,other,other,course,mother,15 to 30 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,4,4,4,5,0,12,12,12,por,No
821,MS,F,15,R,GT3,T,primary education (4th grade),primary education (4th grade),at_home,services,other,mother,<15 min,<2 hours,1,no,yes,no,no,yes,yes,no,yes,4,1,3,2,6,10,10,10,por,No
822,MS,F,15,R,GT3,T,secondary education,secondary education,at_home,other,course,mother,15 to 30 min.,<2 hours,0,no,yes,no,no,yes,yes,yes,no,5,4,4,5,4,10,10,11,por,No
823,MS,F,16,R,GT3,T,5th to 9th grade,secondary education,at_home,services,course,mother,15 to 30 min.,2 to 5 hours,0,no,no,no,no,yes,yes,no,no,4,5,2,5,0,16,17,17,por,No
824,MS,F,15,R,LE3,T,5th to 9th grade,primary education (4th grade),at_home,other,home,mother,15 to 30 min.,<2 hours,0,no,no,no,no,yes,no,no,no,1,3,4,1,0,6,8,9,por,No
825,MS,M,16,R,LE3,A,higher education,higher education,at_home,other,home,mother,<15 min,2 to 5 hours,0,no,yes,no,no,yes,yes,no,no,5,3,2,2,5,10,11,11,por,No
826,MS,M,16,U,GT3,A,primary education (4th grade),5th to 9th grade,other,other,other,mother,<15 min,5 to 10 hours,0,yes,no,no,no,yes,yes,yes,no,4,4,3,5,0,10,11,11,por,No
827,MS,F,17,R,GT3,T,secondary education,5th to 9th grade,at_home,other,course,father,<15 min,2 to 5 hours,1,no,no,no,no,yes,yes,no,yes,4,5,4,5,0,10,10,10,por,No
828,MS,F,17,R,GT3,T,primary education (4th grade),primary education (4th grade),other,other,other,father,<15 min,<2 hours,1,no,yes,no,no,no,no,yes,no,5,4,4,5,0,6,6,7,por,No
829,MS,F,15,R,GT3,T,higher education,higher education,teacher,other,course,mother,15 to 30 min.,<2 hours,0,no,no,no,no,yes,yes,yes,yes,1,5,1,5,0,13,14,14,por,Si
830,MS,F,16,U,LE3,A,5th to 9th grade,5th to 9th grade,at_home,other,reputation,mother,15 to 30 min.,>10 hours,0,no,no,no,yes,no,no,no,yes,1,2,1,1,4,10,9,11,por,No
831,MS,F,15,R,LE3,T,primary education (4th grade),primary education (4th grade),at_home,services,reputation,father,15 to 30 min.,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,5,4,3,4,0,10,10,10,por,No
832,MS,F,15,R,LE3,T,primary education (4th grade),primary education (4th grade),other,services,course,mother,15 to 30 min.,<2 hours,1,no,yes,no,no,yes,yes,yes,yes,4,4,3,2,4,6,7,8,por,No
833,MS,F,16,R,GT3,T,None,5th to 9th grade,other,other,other,mother,15 to 30 min.,<2 hours,0,no,yes,no,yes,yes,yes,no,no,3,2,3,2,0,12,11,12,por,No
834,MS,F,17,R,GT3,T,5th to 9th grade,secondary education,other,other,course,mother,15 to 30 min.,<2 hours,0,no,yes,no,no,yes,yes,yes,no,5,5,5,3,2,10,11,12,por,No
835,MS,F,15,R,GT3,T,secondary education,secondary education,other,services,course,father,15 to 30 min.,<2 hours,0,no,no,no,no,no,yes,yes,no,4,1,3,4,0,14,16,16,por,No
836,MS,M,16,U,GT3,T,primary education (4th grade),primary education (4th grade),at_home,services,home,mother,15 to 30 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,no,yes,5,4,5,3,0,7,0,0,por,Si
837,MS,M,17,U,GT3,T,primary education (4th grade),primary education (4th grade),other,other,home,mother,<15 min,2 to 5 hours,0,no,no,yes,no,no,yes,yes,no,4,4,3,5,4,8,9,9,por,Si
838,MS,M,15,R,LE3,T,higher education,primary education (4th grade),health,services,reputation,father,<15 min,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,5,3,4,2,0,12,13,14,por,No
839,MS,M,15,R,LE3,T,higher education,primary education (4th grade),health,services,reputation,father,<15 min,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,5,3,4,2,7,7,9,8,por,No
840,MS,M,16,R,GT3,T,secondary education,higher education,other,health,other,mother,30 min to 1 hour,2 to 5 hours,0,no,no,no,no,no,yes,no,no,3,4,5,5,4,9,10,11,por,No
841,MS,M,15,R,GT3,T,primary education (4th grade),primary education (4th grade),other,other,course,mother,>1 hour,2 to 5 hours,0,no,yes,no,yes,yes,yes,no,yes,5,4,5,4,8,7,9,9,por,Si
842,MS,M,15,U,LE3,T,secondary education,secondary education,at_home,at_home,reputation,father,<15 min,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,5,0,11,11,11,por,No
843,MS,M,17,R,GT3,T,5th to 9th grade,primary education (4th grade),other,other,other,mother,30 min to 1 hour,<2 hours,0,no,no,no,yes,yes,no,no,yes,5,5,5,3,8,8,10,9,por,Si
844,MS,F,16,R,GT3,T,higher education,higher education,teacher,teacher,course,mother,15 to 30 min.,5 to 10 hours,0,no,no,no,yes,yes,yes,yes,yes,4,2,2,4,6,16,16,17,por,No
845,MS,F,15,R,GT3,T,primary education (4th grade),5th to 9th grade,other,services,course,mother,15 to 30 min.,<2 hours,0,no,no,no,no,yes,yes,no,no,5,1,2,1,3,11,13,13,por,No
846,MS,F,16,R,GT3,T,5th to 9th grade,secondary education,other,services,course,mother,30 min to 1 hour,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,4,5,4,1,2,15,15,15,por,No
847,MS,M,16,R,GT3,T,primary education (4th grade),5th to 9th grade,other,other,course,father,15 to 30 min.,2 to 5 hours,0,no,no,no,no,yes,yes,no,no,4,3,3,5,0,10,11,11,por,No
848,MS,F,16,R,GT3,T,5th to 9th grade,5th to 9th grade,other,other,course,mother,30 min to 1 hour,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,4,4,5,4,4,9,10,11,por,No
849,MS,F,16,U,GT3,T,primary education (4th grade),5th to 9th grade,other,services,course,mother,<15 min,5 to 10 hours,1,no,yes,no,no,yes,yes,no,no,1,3,2,4,0,10,8,8,por,No
850,MS,F,16,U,GT3,T,primary education (4th grade),5th to 9th grade,other,services,course,mother,<15 min,5 to 10 hours,1,no,yes,no,no,yes,yes,no,no,1,3,2,4,3,9,8,8,por,No
